 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation
CN5403300000000,54,33,"Harrison County, WV"
CN5403500000000,54,35,"Jackson County, WV"
CN5403700000000,54,37,"Jefferson County, WV"
CN5403900000000,54,39,"Kanawha County, WV"
CN5404100000000,54,41,"Lewis County, WV"
CN5404300000000,54,43,"Lincoln County, WV"
CN5404500000000,54,45,"Logan County, WV"
CN5404700000000,54,47,"McDowell County, WV"
CN5404900000000,54,49,"Marion County, WV"
CN5405100000000,54,51,"Marshall County, WV"
CN5405300000000,54,53,"Mason County, WV"
CN5405500000000,54,55,"Mercer County, WV"
CN5405700000000,54,57,"Mineral County, WV"
CN5405900000000,54,59,"Mingo County, WV"
CN5406100000000,54,61,"Monongalia County, WV"
CN5406300000000,54,63,"Monroe County, WV"
CN5406500000000,54,65,"Morgan County, WV"
CN5406700000000,54,67,"Nicholas County, WV"
CN5406900000000,54,69,"Ohio County, WV"
CN5407100000000,54,71,"Pendleton County, WV"
CN5407300000000,54,73,"Pleasants County, WV"
CN5407500000000,54,75,"Pocahontas County, WV"
CN5407700000000,54,77,"Preston County, WV"
CN5407900000000,54,79,"Putnam County, WV"
CN5408100000000,54,81,"Raleigh County, WV"
CN5408300000000,54,83,"Randolph County, WV"
CN5408500000000,54,85,"Ritchie County, WV"
CN5408700000000,54,87,"Roane County, WV"
CN5408900000000,54,89,"Summers County, WV"
CN5409100000000,54,91,"Taylor County, WV"
CN5409300000000,54,93,"Tucker County, WV"
CN5409500000000,54,95,"Tyler County, WV"
CN5409700000000,54,97,"Upshur County, WV"
CN5409900000000,54,99,"Wayne County, WV"
CN5410100000000,54,101,"Webster County, WV"
CN5410300000000,54,103,"Wetzel County, WV"
CN5410500000000,54,105,"Wirt County, WV"
CN5410700000000,54,107,"Wood County, WV"
CN5410900000000,54,109,"Wyoming County, WV"
CN5500100000000,55,1,"Adams County, WI"
CN5500300000000,55,3,"Ashland County, WI"
CN5500500000000,55,5,"Barron County, WI"
CN5500700000000,55,7,"Bayfield County, WI"
CN5500900000000,55,9,"Brown County, WI"
CN5501100000000,55,11,"Buffalo County, WI"
CN5501300000000,55,13,"Burnett County, WI"
CN5501500000000,55,15,"Calumet County, WI"
CN5501700000000,55,17,"Chippewa County, WI"
CN5501900000000,55,19,"Clark County, WI"
CN5502100000000,55,21,"Columbia County, WI"
CN5502300000000,55,23,"Crawford County, WI"
CN5502500000000,55,25,"Dane County, WI"
CN5502700000000,55,27,"Dodge County, WI"
CN5502900000000,55,29,"Door County, WI"
CN5503100000000,55,31,"Douglas County, WI"
CN5503300000000,55,33,"Dunn County, WI"
CN5503500000000,55,35,"Eau Claire County, WI"
CN5503700000000,55,37,"Florence County, WI"
CN5503900000000,55,39,"Fond du Lac County, WI"
CN5504100000000,55,41,"Forest County, WI"
CN5504300000000,55,43,"Grant County, WI"
CN5504500000000,55,45,"Green County, WI"
CN5504700000000,55,47,"Green Lake County, WI"
CN5504900000000,55,49,"Iowa County, WI"
CN5505100000000,55,51,"Iron County, WI"
CN5505300000000,55,53,"Jackson County, WI"
CN5505500000000,55,55,"Jefferson County, WI"
CN5505700000000,55,57,"Juneau County, WI"
CN5505900000000,55,59,"Kenosha County, WI"
CN5506100000000,55,61,"Kewaunee County, WI"
CN5506300000000,55,63,"La Crosse County, WI"
CN5506500000000,55,65,"Lafayette County, WI"
CN5506700000000,55,67,"Langlade County, WI"
CN5506900000000,55,69,"Lincoln County, WI"
CN5507100000000,55,71,"Manitowoc County, WI"
CN5507300000000,55,73,"Marathon County, WI"
CN5507500000000,55,75,"Marinette County, WI"
CN5507700000000,55,77,"Marquette County, WI"
CN5507800000000,55,78,"Menominee County, WI"
CN5507900000000,55,79,"Milwaukee County, WI"
CN5508100000000,55,81,"Monroe County, WI"
CN5508300000000,55,83,"Oconto County, WI"
CN5508500000000,55,85,"Oneida County, WI"
CN5508700000000,55,87,"Outagamie County, WI"
CN5508900000000,55,89,"Ozaukee County, WI"
CN5509100000000,55,91,"Pepin County, WI"
CN5509300000000,55,93,"Pierce County, WI"
CN5509500000000,55,95,"Polk County, WI"
CN5509700000000,55,97,"Portage County, WI"
CN5509900000000,55,99,"Price County, WI"
CN5510100000000,55,101,"Racine County, WI"
CN5510300000000,55,103,"Richland County, WI"
CN5510500000000,55,105,"Rock County, WI"
CN5510700000000,55,107,"Rusk County, WI"
CN5510900000000,55,109,"St. Croix County, WI"
CN5511100000000,55,111,"Sauk County, WI"
CN5511300000000,55,113,"Sawyer County, WI"
CN5511500000000,55,115,"Shawano County, WI"
CN5511700000000,55,117,"Sheboygan County, WI"
CN5511900000000,55,119,"Taylor County, WI"
CN5512100000000,55,121,"Trempealeau County, WI"
CN5512300000000,55,123,"Vernon County, WI"
CN5512500000000,55,125,"Vilas County, WI"
CN5512700000000,55,127,"Walworth County, WI"
CN5512900000000,55,129,"Washburn County, WI"
CN5513100000000,55,131,"Washington County, WI"
CN5513300000000,55,133,"Waukesha County, WI"
CN5513500000000,55,135,"Waupaca County, WI"
CN5513700000000,55,137,"Waushara County, WI"
CN5513900000000,55,139,"Winnebago County, WI"
CN5514100000000,55,141,"Wood County, WI"
CN5600100000000,56,1,"Albany County, WY"
CN5600300000000,56,3,"Big Horn County, WY"
CN5600500000000,56,5,"Campbell County, WY"
CN5600700000000,56,7,"Carbon County, WY"
CN5600900000000,56,9,"Converse County, WY"
CN5601100000000,56,11,"Crook County, WY"
CN5601300000000,56,13,"Fremont County, WY"
CN5601500000000,56,15,"Goshen County, WY"
CN5601700000000,56,17,"Hot Springs County, WY"
CN5601900000000,56,19,"Johnson County, WY"
CN5602100000000,56,21,"Laramie County, WY"
CN5602300000000,56,23,"Lincoln County, WY"
CN5602500000000,56,25,"Natrona County, WY"
CN5602700000000,56,27,"Niobrara County, WY"
CN5602900000000,56,29,"Park County, WY"
CN5603100000000,56,31,"Platte County, WY"
CN5603300000000,56,33,"Sheridan County, WY"
CN5603500000000,56,35,"Sublette County, WY"
CN5603700000000,56,37,"Sweetwater County, WY"
CN5603900000000,56,39,"Teton County, WY"
CN5604100000000,56,41,"Uinta County, WY"
CN5604300000000,56,43,"Washakie County, WY"
CN5604500000000,56,45,"Weston County, WY"
CN7200100000000,72,1,"Adjuntas Municipio, PR"
CN7200300000000,72,3,"Aguada Municipio, PR"
CN7200500000000,72,5,"Aguadilla Municipio, PR"
CN7200700000000,72,7,"Aguas Buenas Municipio, PR"
CN7200900000000,72,9,"Aibonito Municipio, PR"
CN7201100000000,72,11,"Anasco Municipio, PR"
CN7201300000000,72,13,"Arecibo Municipio, PR"
CN7201500000000,72,15,"Arroyo Municipio, PR"
CN7201700000000,72,17,"Barceloneta Municipio, PR"
CN7201900000000,72,19,"Barranquitas Municipio, PR"
CN7202100000000,72,21,"Bayamon Municipio, PR"
CN7202300000000,72,23,"Cabo Rojo Municipio, PR"
CN7202500000000,72,25,"Caguas Municipio, PR"
CN7202700000000,72,27,"Camuy Municipio, PR"
CN7202900000000,72,29,"Canovanas Municipio, PR"
CN7203100000000,72,31,"Carolina Municipio, PR"
CN7203300000000,72,33,"Catano Municipio, PR"
CN7203500000000,72,35,"Cayey Municipio, PR"
CN7203700000000,72,37,"Ceiba Municipio, PR"
CN7203900000000,72,39,"Ciales Municipio, PR"
CN7204100000000,72,41,"Cidra Municipio, PR"
CN7204300000000,72,43,"Coamo Municipio, PR"
CN7204500000000,72,45,"Comerio Municipio, PR"
CN7204700000000,72,47,"Corozal Municipio, PR"
CN7204900000000,72,49,"Culebra Municipio, PR"
CN7205100000000,72,51,"Dorado Municipio, PR"
CN7205300000000,72,53,"Fajardo Municipio, PR"
CN7205400000000,72,54,"Florida Municipio, PR"
CN7205500000000,72,55,"Guanica Municipio, PR"
CN7205700000000,72,57,"Guayama Municipio, PR"
CN7205900000000,72,59,"Guayanilla Municipio, PR"
CN7206100000000,72,61,"Guaynabo Municipio, PR"
CN7206300000000,72,63,"Gurabo Municipio, PR"
CN7206500000000,72,65,"Hatillo Municipio, PR"
CN7206700000000,72,67,"Hormigueros Municipio, PR"
CN7206900000000,72,69,"Humacao Municipio, PR"
CN7207100000000,72,71,"Isabela Municipio, PR"
CN7207300000000,72,73,"Jayuya Municipio, PR"
CN7207500000000,72,75,"Juana Diaz Municipio, PR"
CN7207700000000,72,77,"Juncos Municipio, PR"
CN7207900000000,72,79,"Lajas Municipio, PR"
CN7208100000000,72,81,"Lares Municipio, PR"
CN7208300000000,72,83,"Las Marias Municipio, PR"
CN7208500000000,72,85,"Las Piedras Municipio, PR"
CN7208700000000,72,87,"Loiza Municipio, PR"
CN7208900000000,72,89,"Luquillo Municipio, PR"
CN7209100000000,72,91,"Manati Municipio, PR"
CN7209300000000,72,93,"Maricao Municipio, PR"
CN7209500000000,72,95,"Maunabo Municipio, PR"
CN7209700000000,72,97,"Mayaguez Municipio, PR"
CN7209900000000,72,99,"Moca Municipio, PR"
CN7210100000000,72,101,"Morovis Municipio, PR"
CN7210300000000,72,103,"Naguabo Municipio, PR"
CN7210500000000,72,105,"Naranjito Municipio, PR"
CN7210700000000,72,107,"Orocovis Municipio, PR"
CN7210900000000,72,109,"Patillas Municipio, PR"
CN7211100000000,72,111,"Penuelas Municipio, PR"
CN7211300000000,72,113,"Ponce Municipio, PR"
CN7211500000000,72,115,"Quebradillas Municipio, PR"
CN7211700000000,72,117,"Rincon Municipio, PR"
CN7211900000000,72,119,"Rio Grande Municipio, PR"
CN7212100000000,72,121,"Sabana Grande Municipio, PR"
CN7212300000000,72,123,"Salinas Municipio, PR"
CN7212500000000,72,125,"San German Municipio, PR"
CN7212700000000,72,127,"San Juan Municipio, PR"
CN7212900000000,72,129,"San Lorenzo Municipio, PR"
CN7213100000000,72,131,"San Sebastian Municipio, PR"
CN7213300000000,72,133,"Santa Isabel Municipio, PR"
CN7213500000000,72,135,"Toa Alta Municipio, PR"
CN7213700000000,72,137,"Toa Baja Municipio, PR"
CN7213900000000,72,139,"Trujillo Alto Municipio, PR"
CN7214100000000,72,141,"Utuado Municipio, PR"
CN7214300000000,72,143,"Vega Alta Municipio, PR"
CN7214500000000,72,145,"Vega Baja Municipio, PR"
CN7214700000000,72,147,"Vieques Municipio, PR"
CN7214900000000,72,149,"Villalba Municipio, PR"
CN7215100000000,72,151,"Yabucoa Municipio, PR"
CN7215300000000,72,153,"Yauco Municipio, PR"
